time,target_x,target_y,target_z,target_yaw,x,y,z,yaw
1777306572.0163,0.0000,0.0000,2.0000,0.0000,0.2572,1.6834,0.9091,0.0703
1777306572.1184,0.0000,0.0000,2.0000,0.0000,0.2567,1.6853,0.9111,0.0745
1777306572.2148,0.0000,0.0000,2.0000,0.0000,0.2556,1.6878,0.9126,0.0713
1777306572.3141,0.0000,0.0000,2.0000,0.0000,0.2542,1.6903,0.9151,0.0731
1777306572.4152,0.0000,0.0000,2.0000,0.0000,0.2527,1.6929,0.9173,0.0728
1777306572.5292,0.0000,0.0000,2.0000,0.0000,0.2509,1.6948,0.9199,0.0750
1777306572.6253,0.0000,0.0000,2.0000,0.0000,0.2489,1.6968,0.9213,0.0779
1777306572.7170,0.0000,0.0000,2.0000,0.0000,0.2467,1.6982,0.9227,0.0707
1777306572.8249,0.0000,0.0000,2.0000,0.0000,0.2446,1.6989,0.9245,0.0716
1777306572.9187,0.0000,0.0000,2.0000,0.0000,0.2419,1.6998,0.9250,0.0694
1777306573.0171,0.0000,0.0000,2.0000,0.0000,0.2387,1.6993,0.9292,0.0680
1777306573.1175,0.0000,0.0000,2.0000,0.0000,0.2312,1.6952,0.9399,0.0684
1777306573.2260,0.0000,0.0000,2.0000,0.0000,0.2176,1.6854,0.9619,0.0746
1777306573.3231,0.0000,0.0000,2.0000,0.0000,0.2005,1.6718,0.9865,0.0610
1777306573.4254,0.0000,0.0000,2.0000,0.0000,0.1718,1.6470,1.0208,0.0643
1777306573.5243,0.0000,0.0000,2.0000,0.0000,0.1429,1.6211,1.0517,0.0699
1777306573.6276,0.0000,0.0000,2.0000,0.0000,0.1023,1.5820,1.0927,0.0671
1777306573.7207,0.0000,0.0000,2.0000,0.0000,0.0667,1.5443,1.1274,0.0638
1777306573.8355,0.0000,0.0000,2.0000,0.0000,0.0223,1.4928,1.1703,0.0639
1777306573.9342,0.0000,0.0000,2.0000,0.0000,-0.0173,1.4414,1.2097,0.0581
1777306574.0258,0.0000,0.0000,2.0000,0.0000,-0.0549,1.3868,1.2486,0.0564
1777306574.1246,0.0000,0.0000,2.0000,0.0000,-0.0885,1.3291,1.2874,0.0543
1777306574.2247,0.0000,0.0000,2.0000,0.0000,-0.1179,1.2686,1.3257,0.0565
1777306574.3242,0.0000,0.0000,2.0000,0.0000,-0.1416,1.2055,1.3638,0.0521
1777306574.4268,0.0000,0.0000,2.0000,0.0000,-0.1610,1.1403,1.4016,0.0506
1777306574.5214,0.0000,0.0000,2.0000,0.0000,-0.1726,1.0796,1.4359,0.0550
1777306574.6279,0.0000,0.0000,2.0000,0.0000,-0.1808,1.0040,1.4774,0.0506
1777306574.7289,0.0000,0.0000,2.0000,0.0000,-0.1832,0.9333,1.5154,0.0438
1777306574.8248,0.0000,0.0000,2.0000,0.0000,-0.1809,0.8611,1.5529,0.0448
1777306574.9245,0.0000,0.0000,2.0000,0.0000,-0.1737,0.7864,1.5897,0.0356
1777306575.0262,0.0000,0.0000,2.0000,0.0000,-0.1639,0.7099,1.6234,0.0360
1777306575.1234,0.0000,0.0000,2.0000,0.0000,-0.1511,0.6311,1.6541,0.0386
1777306575.2243,0.0000,0.0000,2.0000,0.0000,-0.1364,0.5503,1.6811,0.0346
1777306575.3237,0.0000,0.0000,2.0000,0.0000,-0.1207,0.4680,1.7041,0.0347
1777306575.4374,0.0000,0.0000,2.0000,0.0000,-0.1025,0.3759,1.7257,0.0317
1777306575.5241,1.0000,1.0000,3.0000,-1.5000,-0.0877,0.3012,1.7407,0.0369
1777306575.6342,1.0000,1.0000,3.0000,-1.5000,-0.0701,0.2129,1.7570,0.0192
1777306575.7251,1.0000,1.0000,3.0000,-1.5000,-0.0534,0.1480,1.7717,-0.0279
1777306575.8244,1.0000,1.0000,3.0000,-1.5000,-0.0319,0.0867,1.7920,-0.0840
1777306575.9249,1.0000,1.0000,3.0000,-1.5000,-0.0050,0.0389,1.8164,-0.1462
1777306576.0340,1.0000,1.0000,3.0000,-1.5000,0.0328,0.0031,1.8477,-0.2099
1777306576.1342,1.0000,1.0000,3.0000,-1.5000,0.0748,-0.0156,1.8788,-0.2741
1777306576.2338,1.0000,1.0000,3.0000,-1.5000,0.1240,-0.0228,1.9122,-0.3311
1777306576.3430,1.0000,1.0000,3.0000,-1.5000,0.1754,-0.0202,1.9437,-0.3864
1777306576.4347,1.0000,1.0000,3.0000,-1.5000,0.2470,-0.0071,1.9833,-0.4547
1777306576.5348,1.0000,1.0000,3.0000,-1.5000,0.3211,0.0135,2.0200,-0.5200
1777306576.6384,1.0000,1.0000,3.0000,-1.5000,0.4023,0.0429,2.0562,-0.5711
1777306576.7373,1.0000,1.0000,3.0000,-1.5000,0.4893,0.0807,2.0918,-0.6332
1777306576.8341,1.0000,1.0000,3.0000,-1.5000,0.5795,0.1289,2.1267,-0.6883
1777306576.9362,1.0000,1.0000,3.0000,-1.5000,0.6691,0.1887,2.1611,-0.7474
1777306577.0395,1.0000,1.0000,3.0000,-1.5000,0.7547,0.2603,2.1948,-0.8102
1777306577.1344,1.0000,1.0000,3.0000,-1.5000,0.8336,0.3437,2.2276,-0.8656
1777306577.2348,1.0000,1.0000,3.0000,-1.5000,0.8976,0.4277,2.2556,-0.9290
1777306577.3356,1.0000,1.0000,3.0000,-1.5000,0.9666,0.5413,2.2900,-0.9858
1777306577.4358,1.0000,1.0000,3.0000,-1.5000,1.0201,0.6513,2.3225,-1.0454
1777306577.5356,1.0000,1.0000,3.0000,-1.5000,1.0634,0.7636,2.3553,-1.0917
